ad_id,text,text_detected_entities,text_start,text_end,field,CAND,TONE,CAND_name,chunk1,chunk2
CR01958432038172229633,$T$ FOR CONGRESS,WMPID551,0,4,advertiser_name,1066,1,Stephanie Bice,"", FOR CONGRESS
CR02045036171045634049,$T$ FOR CONGRESS,WMPID68,0,13,advertiser_name,208,1,Christy Smith,"", FOR CONGRESS
CR02110191786998628353,$T$ FOR CONGRESS,WMPID3178,0,6,advertiser_name,78,1,April Becker,"", FOR CONGRESS
CR02208694903427301377,$T$ for Colorado,WMPID1305,0,6,advertiser_name,1347,1,Michael Bennet,"", for Colorado
CR02222636985745408001,$T$ for Congress,WMPID1072,0,10,advertiser_name,853,1,Mike Levin,"", for Congress
CR02313485714538364929,$T$ FOR NORTH CAROLINA,WMPID3297,0,13,advertiser_name,1224,1,Cheri Beasley,"", FOR NORTH CAROLINA
CR02350399962015072257,$T$ for Senate,WMPID1302,0,10,advertiser_name,1337,1,Mark Kelly,"", for Senate
CR02396730358352576513,$T$ for Colorado,WMPID1305,0,6,advertiser_name,1347,1,Michael Bennet,"", for Colorado
CR02433723770666483713,$T$ for Senate,WMPID1302,0,10,advertiser_name,1337,1,Mark Kelly,"", for Senate
CR02458715876124262401,$T$ FOR MONTANA,WMPID2524,0,13,advertiser_name,868,1,Monica Tranel,"", FOR MONTANA
CR02478253647994028033,$T$ FOR CONGRESS,WMPID1179,0,8,advertiser_name,54,1,Andy Kim,"", FOR CONGRESS
CR02581443913772433409,$T$ FOR GEORGIA,WMPID1330,0,7,advertiser_name,1377,1,Raphael Warnock,"", FOR GEORGIA
CR02600484156630630401,"$T$ FOR U.S. SENATE, INC.",WMPID4019,0,10,advertiser_name,1324,1,Leora Levy,""," FOR U.S. SENATE, INC."
CR02634741640417247233,$T$ for Colorado,WMPID1305,0,6,advertiser_name,1347,1,Michael Bennet,"", for Colorado
CR02642900360292728833,$T$ FOR CONGRESS,WMPID3896,0,19,advertiser_name,720,1,Lori Chavez-Deremer,"", FOR CONGRESS
CR02680040419969990657,$T$ FOR CONGRESS,WMPID1223,0,10,advertiser_name,1085,1,Susan Wild,"", FOR CONGRESS
CR02697846392306532353,REP. $T$ - U.S. HOUSE OF REPRESENTATIVES,WMPID853,5,16,advertiser_name,577,0,John Carter,REP. , - U.S. HOUSE OF REPRESENTATIVES
CR02746165667739729921,$T$ FOR CONGRESS,WMPID1069,0,12,advertiser_name,647,1,Katie Porter,"", FOR CONGRESS
CR02789287139391569921,$T$ FOR UTAH INC,WMPID3978,0,8,advertiser_name,1241,1,David Evan Mcmullin,"", FOR UTAH INC
CR02827562376105033729,$T$ FOR SENATE,WMPID1478,0,6,advertiser_name,1215,1,Brian Schatz,"", FOR SENATE
CR02843414653717970945,Dr. $T$ for Congress,WMPID780,4,13,advertiser_name,951,1,Raul Ruiz,Dr. , for Congress
CR02923377736359608321,$T$ FOR SENATE,WMPID3907,0,13,advertiser_name,1208,1,Blake Masters,"", FOR SENATE
CR03103579995570700289,$T$ for Senate,WMPID1302,0,10,advertiser_name,1337,1,Mark Kelly,"", for Senate
CR03166720000551550977,$T$ for Virginia,WMPID3408,0,10,advertiser_name,1186,1,Yesli Vega,"", for Virginia
CR03167903556099375105,$T$ FOR CONGRESS,WMPID1006,0,10,advertiser_name,554,1,Jim Jordan,"", FOR CONGRESS
CR03257499528831434753,Dr. $T$ for Congress,WMPID780,4,13,advertiser_name,951,1,Raul Ruiz,Dr. , for Congress
CR03287125594763952129,$T$ FOR CONGRESS,WMPID822,0,8,advertiser_name,429,1,Hakeem Jeffries,"", FOR CONGRESS
CR03360364339168018433,BUDDY $T$ FOR CONGRESS,WMPID882,6,12,advertiser_name,152,1,Buddy Carter,BUDDY , FOR CONGRESS
CR03393753414927122433,$T$ FOR CONGRESS,WMPID1131,0,7,advertiser_name,132,1,Brett Guthrie,"", FOR CONGRESS
CR03401141926907346945,$T$ FOR CONGRESS,WMPID2130,0,11,advertiser_name,1035,1,Scott Baugh,"", FOR CONGRESS
CR03402519614976950273,"$T$ FOR WISCONSIN, INC.",WMPID1281,0,5,advertiser_name,151,1,Bryan Steil,""," FOR WISCONSIN, INC."
CR03421149190242172929,$T$ FOR CONGRESS,WMPID1178,0,7,advertiser_name,380,1,Frank Pallone Jr.,"", FOR CONGRESS
CR03456717841644912641,$T$ FOR CONGRESS,WMPID800,0,9,advertiser_name,125,1,Brad Schneider,"", FOR CONGRESS
CR03491380839063748609,$T$ FOR NORTH CAROLINA,WMPID3297,0,13,advertiser_name,1224,1,Cheri Beasley,"", FOR NORTH CAROLINA
CR03497586688849346561,$T$ FOR SENATE,WMPID3907,0,13,advertiser_name,1208,1,Blake Masters,"", FOR SENATE
CR03501465765872140289,$T$ FOR SENATE,WMPID1321,0,11,advertiser_name,1333,1,Marco Rubio,"", FOR SENATE
CR03526890529155448833,$T$ FOR CONGRESS,WMPID3178,0,6,advertiser_name,78,1,April Becker,"", FOR CONGRESS
CR03527721347629187073,$T$ FOR UTAH INC,WMPID3978,0,8,advertiser_name,1241,1,David Evan Mcmullin,"", FOR UTAH INC
CR03534027802728726529,$T$ FOR CONGRESS,WMPID1179,0,8,advertiser_name,54,1,Andy Kim,"", FOR CONGRESS
CR03552817975411081217,$T$ FOR CONGRESS,WMPID1182,0,14,advertiser_name,862,1,Mikie Sherrill,"", FOR CONGRESS
CR03554873993435545601,$T$ FOR CONGRESS,WMPID1048,0,7,advertiser_name,416,1,Greg Stanton,"", FOR CONGRESS
CR03611645352190410753,$T$ FOR VERMONT,WMPID1029,0,5,advertiser_name,1373,1,Peter Welch,"", FOR VERMONT
CR03682294746711064577,$T$ FOR CONGRESS,WMPID4125,0,8,advertiser_name,783,1,Matt Castelli,"", FOR CONGRESS
CR03755866368260440065,$T$ for Colorado,WMPID1305,0,6,advertiser_name,1347,1,Michael Bennet,"", for Colorado
CR03794455927860494337,PEOPLE FOR $T$,WMPID859,11,23,advertiser_name,302,1,Derek Kilmer,PEOPLE FOR ,""
CR03803001332231569409,$T$ for Congress,WMPID1181,0,14,advertiser_name,1131,1,Tom Malinowski,"", for Congress
CR03806749567370657793,$T$ FOR CONGRESS,WMPID948,0,6,advertiser_name,319,1,Doris Matsui,"", FOR CONGRESS
CR03834044187615952897,$T$ FOR SENATE,WMPID1321,0,11,advertiser_name,1333,1,Marco Rubio,"", FOR SENATE
CR03852835528529412097,$T$ FOR WISCONSIN,WMPID4650,0,14,advertiser_name,1330,1,Mandela Barnes,"", FOR WISCONSIN
CR03864570478693711873,$T$ FOR GEORGIA,WMPID1330,0,7,advertiser_name,1377,1,Raphael Warnock,"", FOR GEORGIA
CR03894136277645131777,$T$ FOR SENATE,WMPID1478,0,6,advertiser_name,1215,1,Brian Schatz,"", FOR SENATE
CR03961329151205441537,$T$ FOR CONGRESS,WMPID3896,0,19,advertiser_name,720,1,Lori Chavez-Deremer,"", FOR CONGRESS
CR03962838162195087361,$T$ FOR VERMONT,WMPID1029,0,5,advertiser_name,1373,1,Peter Welch,"", FOR VERMONT
CR04106150500624236545,$T$ for Colorado,WMPID1305,0,6,advertiser_name,1347,1,Michael Bennet,"", for Colorado
CR04463435704558419969,$T$ for Congress,WMPID1822,0,9,advertiser_name,623,1,Juan Ciscomani,"", for Congress
CR04528009060385030145,$T$ for Congress,WMPID636,0,4,advertiser_name,1176,1,Wesley Hunt,"", for Congress
CR04627166661110136833,COMMITTEE TO ELECT $T$,WMPID1147,19,31,advertiser_name,494,1,Jared Golden,COMMITTEE TO ELECT ,""
CR04778822299929280513,$T$ for Congress,WMPID3007,0,6,advertiser_name,690,1,Laura Gillen,"", for Congress
CR04943365864293400577,$T$ FOR CONGRESS,WMPID1178,0,7,advertiser_name,380,1,Frank Pallone Jr.,"", FOR CONGRESS
CR04956803545652264961,$T$ FOR CONGRESS,WMPID338,0,8,advertiser_name,444,1,Hillary Scholten,"", FOR CONGRESS
CR04960604557349486593,$T$ for Senate,WMPID1302,0,10,advertiser_name,1337,1,Mark Kelly,"", for Senate
CR04970012597312028673,"$T$ FOR CONGRESS, INC.",WMPID271,0,9,advertiser_name,51,1,Andy Barr,""," FOR CONGRESS, INC."
CR05001887851718115329,$T$ FOR CONGRESS,WMPID96,0,14,advertiser_name,695,1,Lauren Boebert,"", FOR CONGRESS
CR05040913779995443201,$T$ FOR CONGRESS,WMPID471,0,9,advertiser_name,47,1,Andrew Garbarino,"", FOR CONGRESS
CR05061889713074339841,$T$ FOR CONGRESS,WMPID4126,0,12,advertiser_name,211,1,Cicely Davis,"", FOR CONGRESS
CR05118251435028381697,$T$ FOR CONGRESS,WMPID831,0,6,advertiser_name,743,0,Marcy Kaptur,"", FOR CONGRESS
CR05128214109887660033,$T$ FOR CONGRESS,WMPID1069,0,12,advertiser_name,647,1,Katie Porter,"", FOR CONGRESS
CR05209576870831456257,$T$ FOR CONGRESS,WMPID1240,0,12,advertiser_name,243,1,Dan Crenshaw,"", FOR CONGRESS
CR05225122865736581121,$T$ for Congress,WMPID781,0,11,advertiser_name,657,1,Ken Calvert,"", for Congress
CR05246134739101810689,CORI $T$ FOR CONGRESS,WMPID1159,5,9,advertiser_name,230,1,Cori Bush,CORI , FOR CONGRESS
CR05321199291283275777,$T$ for Senate,WMPID1302,0,10,advertiser_name,1337,1,Mark Kelly,"", for Senate
CR05391804430460911617,$T$ for Colorado,WMPID1305,0,6,advertiser_name,1347,1,Michael Bennet,"", for Colorado
CR05424437935573303297,$T$ for Congress,WMPID1181,0,14,advertiser_name,1131,1,Tom Malinowski,"", for Congress
CR05463597935549743105,$T$ for Congress,WMPID1735,0,15,advertiser_name,895,1,Nicolee Ambrose,"", for Congress
CR05533969084909092865,$T$ FOR CONGRESS,WMPID1158,0,12,advertiser_name,930,1,Pete Stauber,"", FOR CONGRESS
CR05571265618834882561,$T$ FOR CONGRESS,WMPID671,0,14,advertiser_name,103,1,Beth Van Duyne,"", FOR CONGRESS
CR05662529550706278401,$T$ FOR SENATE,WMPID1321,0,11,advertiser_name,1333,1,Marco Rubio,"", FOR SENATE
CR05707820290080243713,TEXANS FOR $T$,WMPID650,11,24,advertiser_name,1004,1,Ronny Jackson,TEXANS FOR ,""
CR05773459759868936193,$T$ FOR CONGRESS,WMPID3388,0,14,advertiser_name,1190,1,Yuripzy Morgan,"", FOR CONGRESS
CR05812882543124414465,$T$ FOR ALABAMA INC.,WMPID3864,0,5,advertiser_name,1308,1,Katie Boyd Britt,"", FOR ALABAMA INC.
CR05818558909341761537,$T$ FOR CONGRESS,WMPID96,0,14,advertiser_name,695,1,Lauren Boebert,"", FOR CONGRESS
CR05819016374898393089,$T$ FOR CONGRESS,WMPID1069,0,12,advertiser_name,647,1,Katie Porter,"", FOR CONGRESS
CR05873044108544573441,$T$ FOR CONGRESS,WMPID1263,0,12,advertiser_name,224,1,Colin Allred,"", FOR CONGRESS
CR05905011584488439809,$T$ FOR CONGRESS,WMPID1131,0,7,advertiser_name,132,1,Brett Guthrie,"", FOR CONGRESS
CR05997668803750658049,$T$ FOR CONGRESS,WMPID1052,0,12,advertiser_name,875,1,Nancy Pelosi,"", FOR CONGRESS
CR06015711927001415681,$T$ FOR NORTH CAROLINA,WMPID3297,0,13,advertiser_name,1224,1,Cheri Beasley,"", FOR NORTH CAROLINA
CR06213352990384848897,$T$ FOR CONGRESS,WMPID991,0,11,advertiser_name,61,1,Angie Craig,"", FOR CONGRESS
CR06279847330464137217,Rep. $T$ - U.S. HOUSE OF REPRESENTATIVES,WMPID952,5,19,advertiser_name,1023,1,Salud Carbajal,Rep. , - U.S. HOUSE OF REPRESENTATIVES
CR06285027679498403841,$T$ FOR CONGRESS,WMPID2343,0,15,advertiser_name,144,1,Bridget Fleming,"", FOR CONGRESS
CR06369659013633671169,$T$ FOR CONGRESS,WMPID2951,0,12,advertiser_name,661,1,Kermit Jones,"", FOR CONGRESS
CR06511698598634192897,$T$ FOR SENATE,WMPID1321,0,11,advertiser_name,1333,1,Marco Rubio,"", FOR SENATE
CR06536423316607991809,$T$ FOR CONGRESS,WMPID1006,0,10,advertiser_name,554,1,Jim Jordan,"", FOR CONGRESS
CR06628170277681364993,CORI $T$ FOR CONGRESS,WMPID1159,5,9,advertiser_name,230,1,Cori Bush,CORI , FOR CONGRESS
CR06678550037905014785,$T$ VOLUNTEER COMMITTEE,WMPID3325,0,16,advertiser_name,525,1,Jennifer Schultz,"", VOLUNTEER COMMITTEE
CR06756375669942255617,$T$ FOR CONGRESS,WMPID3896,0,19,advertiser_name,720,1,Lori Chavez-Deremer,"", FOR CONGRESS
CR06815820216342151169,$T$ FOR CONGRESS,WMPID2170,0,13,advertiser_name,844,1,Mike Erickson,"", FOR CONGRESS
CR06860741794687090689,TEXANS FOR $T$,WMPID650,11,24,advertiser_name,1004,1,Ronny Jackson,TEXANS FOR ,""
CR06892040836280745985,$T$ for Congress,WMPID1054,0,11,advertiser_name,616,1,Josh Harder,"", for Congress
CR06931784814370488321,STAND WITH $T$,WMPID782,11,18,advertiser_name,708,1,Linda Sanchez,STAND WITH ,""
CR07101641768675835905,$T$ FOR CONGRESS,WMPID671,0,14,advertiser_name,103,1,Beth Van Duyne,"", FOR CONGRESS
CR07199326161258676225,COMMITTEE TO ELECT $T$,WMPID1147,19,31,advertiser_name,494,1,Jared Golden,COMMITTEE TO ELECT ,""
CR07253292528412131329,$T$ FOR CONGRESS INC.,WMPID973,0,13,advertiser_name,327,1,Drew Ferguson,"", FOR CONGRESS INC.
CR07384298445508444161,$T$ FOR UTAH INC,WMPID3978,0,8,advertiser_name,1241,1,David Evan Mcmullin,"", FOR UTAH INC
CR07385203137419673601,$T$ for Congress,WMPID1181,0,14,advertiser_name,1131,1,Tom Malinowski,"", for Congress
CR07430634339404087297,$T$ for Congress,WMPID3849,0,10,advertiser_name,322,1,Doug White,"", for Congress
CR07499707858884231169,$T$ FOR CONGRESS,WMPID1117,0,16,advertiser_name,694,1,Lauren A Underwood,"", FOR CONGRESS
CR07645784575704039425,$T$ FOR CONGRESS,WMPID2130,0,11,advertiser_name,1035,1,Scott Baugh,"", FOR CONGRESS
CR07666231093934161921,$T$ FOR CONGRESS,WMPID1240,0,12,advertiser_name,243,0,Dan Crenshaw,"", FOR CONGRESS
CR07711551382683123713,$T$ FOR CONGRESS,WMPID831,0,6,advertiser_name,743,1,Marcy Kaptur,"", FOR CONGRESS
CR07715148160095485953,$T$ FOR GEORGIA,WMPID1330,0,7,advertiser_name,1377,1,Raphael Warnock,"", FOR GEORGIA
CR07779775460711333889,$T$ FOR CONGRESS,WMPID950,0,14,advertiser_name,668,1,Kevin McCarthy,"", FOR CONGRESS
CR07904111327956697089,$T$ For Congress,WMPID965,0,9,advertiser_name,424,1,Gus Bilirakis,"", For Congress
CR08067464602264272897,$T$ FOR CONGRESS,WMPID4716,0,3,advertiser_name,449,1,Hung Cao,"", FOR CONGRESS
CR08124244550953730049,$T$ FOR CONGRESS,WMPID3752,0,18,advertiser_name,192,1,Christina Bohannan,"", FOR CONGRESS
CR08205242205317627905,$T$ FOR CONGRESS,WMPID1269,0,10,advertiser_name,5,1,Abigail Spanberger,"", FOR CONGRESS
CR08225265892607393793,CORI $T$ FOR CONGRESS,WMPID1159,5,9,advertiser_name,230,1,Cori Bush,CORI , FOR CONGRESS
CR08363872664867045377,PEOPLE FOR $T$,WMPID1469,11,23,advertiser_name,1369,1,Patty Murray,PEOPLE FOR ,""
CR08427298749029548033,$T$ FOR CONGRESS,WMPID1078,0,10,advertiser_name,500,1,Jason Crow,"", FOR CONGRESS
CR08482341469347119105,$T$ FOR CONGRESS,WMPID1131,0,7,advertiser_name,132,1,Brett Guthrie,"", FOR CONGRESS
CR08488142080378404865,$T$ FOR CONGRESS,WMPID3178,0,6,advertiser_name,78,1,April Becker,"", FOR CONGRESS
CR08621707316946796545,$T$ FOR SENATE,WMPID1516,0,22,advertiser_name,1220,1,Catherine Cortez Masto,"", FOR SENATE
CR08894952380404072449,$T$ FOR WISCONSIN,WMPID4650,0,14,advertiser_name,1330,1,Mandela Barnes,"", FOR WISCONSIN
CR08963496416315965441,$T$ FOR CONGRESS,WMPID96,0,14,advertiser_name,695,1,Lauren Boebert,"", FOR CONGRESS
CR09003349452215287809,$T$ FOR CONGRESS,WMPID363,0,7,advertiser_name,1152,1,Tyler Kistner,"", FOR CONGRESS
CR09115564646873432065,$T$ FOR US SENATE,WMPID1471,0,14,advertiser_name,1326,1,Lisa Murkowski,"", FOR US SENATE
CR09361530139650818049,$T$ FOR CONGRESS,WMPID2781,0,9,advertiser_name,995,1,Robert Zimmerman,"", FOR CONGRESS
CR09504740979412828161,$T$ FOR WISCONSIN,WMPID4650,0,14,advertiser_name,1330,1,Mandela Barnes,"", FOR WISCONSIN
CR09555900636977954817,$T$ FOR CONGRESS,WMPID1182,0,14,advertiser_name,862,1,Mikie Sherrill,"", FOR CONGRESS
CR09585983412552859649,$T$ FOR CONGRESS,WMPID1182,0,14,advertiser_name,862,1,Mikie Sherrill,"", FOR CONGRESS
CR09698593125726945281,$T$ FOR CONGRESS,WMPID1057,0,10,advertiser_name,66,1,Anna Eshoo,"", FOR CONGRESS
CR09869808595367886849,$T$ FOR CONGRESS,WMPID70,0,6,advertiser_name,9,1,Adam Schiff,"", FOR CONGRESS
CR09872348398508572673,$T$ FOR CONGRESS,WMPID2153,0,12,advertiser_name,352,1,Emilia Sykes,"", FOR CONGRESS
CR09876908073228959745,$T$ FOR CONGRESS,WMPID2170,0,13,advertiser_name,844,1,Mike Erickson,"", FOR CONGRESS
CR10060899799265181697,$T$ for Congress,WMPID891,0,15,advertiser_name,641,1,Katherine Clark,"", for Congress
CR10271356014267727873,FRIENDS OF $T$,WMPID1547,11,18,advertiser_name,1223,1,Charles Schumer,FRIENDS OF ,""
CR10297472713962291201,$T$ FOR CONGRESS,WMPID1117,0,16,advertiser_name,694,1,Lauren A Underwood,"", FOR CONGRESS
CR10347293922279030785,$T$ FOR CONGRESS,WMPID1170,0,13,advertiser_name,644,1,Kathy Manning,"", FOR CONGRESS
CR10377615223157686273,$T$ FOR CONGRESS,WMPID334,0,8,advertiser_name,107,1,Bill Huizenga,"", FOR CONGRESS
CR10561302728070397953,$T$ FOR CONGRESS,WMPID1000,0,15,advertiser_name,615,1,Josh Gottheimer,"", FOR CONGRESS
CR10619493968653582337,$T$ FOR WISCONSIN,WMPID4650,0,14,advertiser_name,1330,1,Mandela Barnes,"", FOR WISCONSIN
CR10716954541900693505,$T$ FOR CONGRESS,WMPID1269,0,10,advertiser_name,5,1,Abigail Spanberger,"", FOR CONGRESS
CR10798912688390930433,$T$ FOR CONGRESS,WMPID1069,0,12,advertiser_name,647,1,Katie Porter,"", FOR CONGRESS
CR10845169898485710849,$T$ FOR CONGRESS,WMPID2130,0,11,advertiser_name,1035,1,Scott Baugh,"", FOR CONGRESS
CR10981109049377947649,$T$ FOR CONGRESS,WMPID96,0,14,advertiser_name,695,1,Lauren Boebert,"", FOR CONGRESS
CR11020679510788931585,PEOPLE FOR $T$,WMPID1469,11,23,advertiser_name,1369,1,Patty Murray,PEOPLE FOR ,""
CR11060452076180996097,Dr. $T$ for Congress,WMPID780,4,13,advertiser_name,951,1,Raul Ruiz,Dr. , for Congress
CR11122665742615445505,$T$ FOR CONGRESS,WMPID347,0,10,advertiser_name,922,1,Paul Junge,"", FOR CONGRESS
CR11144461361612849153,$T$ FOR CONGRESS,WMPID595,0,10,advertiser_name,874,1,Nancy Mace,"", FOR CONGRESS
CR11343002169105186817,$T$ FOR CONGRESS,WMPID991,0,11,advertiser_name,61,1,Angie Craig,"", FOR CONGRESS
CR11426140847486271489,$T$ FOR CONGRESS,WMPID1158,0,12,advertiser_name,930,1,Pete Stauber,"", FOR CONGRESS
CR11503039934818680833,"$T$ FOR WISCONSIN, INC.",WMPID1281,0,5,advertiser_name,151,1,Bryan Steil,""," FOR WISCONSIN, INC."
CR11503171463897153537,$T$ FOR CONGRESS,WMPID1069,0,12,advertiser_name,647,1,Katie Porter,"", FOR CONGRESS
CR12268459456936804353,$T$ for Senate,WMPID1302,0,10,advertiser_name,1337,1,Mark Kelly,"", for Senate
CR12271690028257640449,$T$ FOR US SENATE,WMPID1357,0,9,advertiser_name,1376,1,Rand Paul,"", FOR US SENATE
CR12340176752125935617,$T$ FOR KANSAS,WMPID1352,0,5,advertiser_name,1283,1,Jerry Moran,"", FOR KANSAS
CR12353699095880138753,"$T$ FOR CONGRESS, INC.",WMPID4736,0,10,advertiser_name,583,1,John Gibbs,""," FOR CONGRESS, INC."
CR12494111884707889153,$T$ for Congress,WMPID891,0,15,advertiser_name,641,1,Katherine Clark,"", for Congress
CR12650026756695130113,$T$ FOR CONGRESS,WMPID209,0,13,advertiser_name,80,1,Ashley Hinson,"", FOR CONGRESS
CR12680956293662375937,$T$ FOR CONGRESS,WMPID1158,0,12,advertiser_name,930,1,Pete Stauber,"", FOR CONGRESS
CR12906933420961038337,"$T$ FOR CONGRESS, INC.",WMPID4736,0,10,advertiser_name,583,1,John Gibbs,""," FOR CONGRESS, INC."
CR12972644633883443201,$T$ for Congress,WMPID991,0,11,advertiser_name,61,1,Angie Craig,"", for Congress
CR13219386038272655361,$T$ FOR SENATE,WMPID1321,0,11,advertiser_name,1333,1,Marco Rubio,"", FOR SENATE
CR13252343624437334017,$T$ for WI,WMPID2197,0,16,advertiser_name,859,1,Mike Van Someren,"", for WI
CR13306146301797203969,$T$ FOR CONGRESS,WMPID1187,0,5,advertiser_name,310,1,Dina Titus,"", FOR CONGRESS
CR13318052844494913537,$T$ FOR CONGRESS,WMPID4259,0,14,advertiser_name,438,1,Heather Renay Mizeur,"", FOR CONGRESS
CR13484037387566710785,$T$ for Senate,WMPID1302,0,10,advertiser_name,1337,1,Mark Kelly,"", for Senate
